Config Name, Config Desc., Terminator, Flash, Mode, Dout
SNM 10/11, MCS mode, 0, 0, 2, 1
Preset, Repeat, PWR POS1, PWR POS2, PWR POS3, CNT CORR
1000, 0, 1, 0, 0, 0

time,Channel 1
0.000000,0.00000
1.000000,0.00000
2.000001,0.00000
3.000001,0.00000
4.000001,0.00000
5.000001,0.00000
6.000001,0.00000
7.000001,0.00000
8.000001,0.00000
9.000001,0.00000
10.000001,0.00000
11.000001,0.00000
12.000001,0.00000
13.000001,0.00000
14.000001,0.00000
15.000001,0.00000
16.000001,0.00000
17.000001,0.00000
18.000001,0.00000
19.000001,0.00000
20.000001,0.00000
21.000001,0.00000
22.000001,0.00000
23.000001,0.00000
24.000001,0.00000
25.000001,0.00000
26.000001,0.00000
27.000001,0.00000
28.000001,0.00000
29.000001,0.00000
30.000001,0.00000
31.000001,0.00000
32.000001,0.00000
33.000001,0.00000
34.000001,0.00000
35.000001,0.00000
36.000001,0.00000
37.000001,0.00000
38.000001,0.00000
39.000001,0.00000
40.000001,0.00000
41.000001,0.00000
42.000001,0.00000
43.000001,0.00000
44.000001,0.00000
45.000001,0.00000
46.000001,0.00000
47.000001,0.00000
48.000001,0.00000
49.000001,0.00000
50.000001,0.00000
51.000001,0.00000
52.000001,0.00000
53.000001,0.00000
54.000001,0.00000
55.000001,0.00000
56.000001,0.00000
57.000001,0.00000
58.000001,0.00000
59.000001,0.00000
60.000001,0.00000
61.000001,0.00000
62.000001,0.00000
63.000001,0.00000
64.000001,0.00000
65.000001,0.00000
66.000001,0.00000
67.000001,0.00000
68.000001,0.00000
69.000001,0.00000
70.000001,0.00000
71.000001,0.00000
72.000001,0.00000
73.000001,0.00000
74.000001,0.00000
75.000001,0.00000
76.000001,0.00000
77.000001,0.00000
78.000001,0.00000
79.000001,0.00000
80.000001,0.00000
81.000001,0.00000
82.000001,0.00000
83.000001,0.00000
84.000001,0.00000
85.000001,0.00000
86.000001,0.00000
87.000001,0.00000
88.000001,0.00000
89.000001,0.00000
90.000001,0.00000
91.000001,0.00000
92.000001,0.00000
93.000001,0.00000
94.000001,0.00000
95.000001,0.00000
96.000001,0.00000
97.000001,0.00000
98.000001,0.00000
99.000001,0.00000
100.000001,0.00000
101.000001,0.00000
102.000001,0.00000
103.000001,0.00000
104.000001,0.00000
105.000001,0.00000
106.000001,0.00000
107.000001,0.00000
108.000001,0.00000
109.000001,0.00000
110.000001,0.00000
111.000001,0.00000
112.000001,0.00000
113.000001,0.00000
114.000001,0.00000
115.000001,0.00000
116.000001,0.00000
117.000001,0.00000
118.000001,0.00000
119.000001,0.00000
120.000001,0.00000
121.000001,0.00000
122.000001,0.00000
123.000001,0.00000
124.000001,0.00000
125.000001,1.00000
126.000001,0.00000
127.000001,0.00000
128.000001,0.00000
129.000001,0.00000
130.000001,0.00000
131.000001,0.00000
132.000001,0.00000
133.000001,0.00000
134.000001,0.00000
135.000001,0.00000
136.000001,0.00000
137.000001,0.00000
138.000001,0.00000
139.000001,0.00000
140.000001,0.00000
141.000001,0.00000
142.000001,0.00000
143.000001,0.00000
144.000001,0.00000
145.000001,0.00000
146.000001,0.00000
147.000001,0.00000
148.000001,0.00000
149.000001,0.00000
150.000001,0.00000
151.000001,0.00000
152.000001,0.00000
153.000001,0.00000
154.000001,0.00000
155.000001,0.00000
156.000001,0.00000
157.000001,0.00000
158.000001,0.00000
159.000001,0.00000
160.000001,0.00000
161.000001,0.00000
162.000001,0.00000
163.000001,0.00000
164.000001,0.00000
165.000001,0.00000
166.000001,0.00000
167.000001,0.00000
168.000001,0.00000
169.000001,0.00000
170.000001,0.00000
171.000001,0.00000
172.000001,7.00000
173.000001,0.00000
174.000001,0.00000
175.000001,0.00000
176.000001,0.00000
177.000001,0.00000
178.000001,0.00000
179.000001,0.00000
180.000001,0.00000
181.000001,0.00000
182.000001,0.00000
183.000001,0.00000
184.000001,0.00000
185.000001,0.00000
186.000001,0.00000
187.000001,0.00000
188.000001,0.00000
189.000001,0.00000
190.000001,0.00000
191.000001,0.00000
192.000001,0.00000
193.000001,0.00000
194.000001,0.00000
195.000001,0.00000
196.000001,0.00000
197.000001,0.00000
198.000001,0.00000
199.000001,0.00000
200.000001,0.00000
201.000001,0.00000
202.000001,0.00000
203.000001,0.00000
204.000001,0.00000
205.000001,0.00000
206.000001,0.00000
207.000001,0.00000
208.000001,0.00000
209.000001,0.00000
210.000001,0.00000
211.000001,0.00000
212.000001,0.00000
213.000001,0.00000
214.000001,0.00000
215.000001,0.00000
216.000001,0.00000
217.000001,0.00000
218.000001,0.00000
219.000001,0.00000
220.000001,0.00000
221.000001,0.00000
222.000001,0.00000
223.000001,0.00000
224.000001,0.00000
225.000001,0.00000
226.000001,0.00000
227.000001,0.00000
228.000001,0.00000
229.000001,0.00000
230.000001,0.00000
231.000001,0.00000
232.000001,0.00000
233.000001,0.00000
234.000001,0.00000
235.000001,0.00000
236.000001,0.00000
237.000001,0.00000
238.000001,0.00000
239.000001,0.00000
